name,gridid,sector,status_name,product_type,asset_type,logo_url
CandyBlinks,1471,NFTs,Announced,NFT Issuance Platform,N/A,https://img.thegrid.id/upload/d5d0d206880dfc9caade5772d09260e1735c01131b68dfb14d328a58cd513699.svg
Blinks.gg,1472,Developer Tooling,Active,Launch Pad,"Utility, NFT",https://img.thegrid.id/upload/dcbc8860277e640fbff8a3db0e1653ea1af80f724dcc6f869dbd5e0a8540cb9f.png
CoinTool,1474,Developer Tooling,Active,Developer Tooling,N/A,https://img.thegrid.id/upload/d0edd68bc193c8235a1ca8113895941ecb875e245066b608dc0a154f2b87acbf.svg
Don't Forget To Blink (DFTB),1475,Data & Analytics,Active,Digital Assets Terminal,N/A,https://img.thegrid.id/upload/9033a0a309684fe3c032e344473589eb39b0700232b3f67605cb22a64a88284f.png
BlinkFans,1477,Data & Analytics,Active,Digital Assets Terminal,N/A,https://img.thegrid.id/upload/d0adeaae5606b47940133ffe21090c6ae5727aad9bfa108fb92d5155f84e9b08.png
ClickCrate,1478,Developer Tooling,Active,RWA Tokenisation Platform,N/A,https://img.thegrid.id/upload/6ef3e7c946443708730c097ebab82762e52d7c3a95dea76aa3e21f75e1ac37e1.svg
Blinkify,1479,Developer Tooling,Announced,Developer Tooling,N/A,https://img.thegrid.id/upload/70f139652bbb7f008f827cf29914f4f2b5c67a8adb00ddf2addb15137e45408d.svg
Torque,1480,Media,Active,Social Platform,N/A,https://img.thegrid.id/upload/e90987cd7b2849fd6b52f77bd3be9c6f5926180a75eb8560bd4f50d13e2f667c.svg
Yona Network,1483,Infrastructure,Announced,Bridge,N/A,https://img.thegrid.id/upload/45ea5c09e8cf27fd4b050299220a333ba1a5e6dd401691fbfce88e90f114fe0d.svg
Soon,1484,Infrastructure,Announced,L2,N/A,https://img.thegrid.id/upload/eb1bd624c1bed13e948c23830434eea4678012712b6a11fb5ce92390f5bc7e9e.svg
Texture,1485,Finance,Active,Decentralised Borrowing & Lending,Digital Reward Assets,https://img.thegrid.id/upload/4cf38a6ba7affa970f2f11d609456e30c62bc0fd4c7d393a9c9b65c6b2a1b5ba.svg
Grape,1491,Social,Active,DAO Management Platform,Utility,https://img.thegrid.id/upload/2d9f89e2dbc8b9d1d9aa2c151639cca8e4325d7fae72ed7f50743185eb7c311f.svg
Fleek,1493,Infrastructure,Active,Developer Tooling,N/A,https://img.thegrid.id/upload/c1fa21360632e6f2aa1f41cc7b4a06a4d8036bcf5c7fe29ca68818b8c15ecba6.png
Heavy Duty Builders,1498,Community & Events,Active,Venture Services,N/A,https://img.thegrid.id/upload/68bfbafb93e400d17c153bd7cb8125e50ad40a21b51bd2152fe18420b601a5c2.svg
McSwap OTC,1499,Finance,Active,Decentralised Exchange,N/A,https://img.thegrid.id/upload/778c6dd5d5c585dbc856ec29fc171ffd104b79d24ea0dfa760c9fff8e7baeae0.png
Securitize,1509,Finance,Active,Centralised Exchange,N/A,https://img.thegrid.id/upload/62f7c674383be63eff38c81299453c714826464e6bd75a72f13e3f22e63c37bc.svg
Doodle Devils,1512,NFTs,Active,N/A,NFT,https://img.thegrid.id/harvest/6ca654b1838b30ed8adf95d3eecf9d68fea71a8649a298288806f48a3ea8e85a.png
Moongate,1514,Blockchain Platforms,Active,Cross-chain Infrastructure,N/A,https://img.thegrid.id/upload/d7f1f3041a1b879215bfc5868cc5f8cf3f1c43ad722a596aa5ecdab543a73f2d.svg
Honeycomb Protocol,1515,Developer Tooling,Announced,Blockchain Gaming Infrastructure,N/A,https://img.thegrid.id/upload/d12fc5ae4e753f4f9689e72d572dbd6def22421de0c49b2cd970b253082d9b8a.png
LivingIP,1519,Social,Active,DAO Management Platform,N/A,https://img.thegrid.id/upload/619327e64250a5fab07105e573525667c101e490b61ae2df156271ef46498f22.svg
Street Mint,1520,NFTs,Active,NFT Issuance Platform,N/A,https://img.thegrid.id/upload/067078542992cfa4d5bb4f3d69efe5926ebb0b6cbdd921c9d9fee228449dd652.svg
Vorld,1521,Metaverse,Announced,Game,NFT,https://img.thegrid.id/upload/171fefb3552b078f3dc837158dad41af56f517bd9f939dd7b377a8848b2cbd45.svg
Certik,1546,Auditing,Active,"Risk Assessment, Risk Assessment",N/A,https://img.thegrid.id/upload/58a616b7730ee4a179e343d304853065e9debfe7114d5bd7774a8a75a878fb10.svg
InfStones,1554,Infrastructure,Active,Node Software,N/A,https://img.thegrid.id/upload/9ea41826c39341fde450cf2075fce80490a5430ccf12e3995ddc06d13b0d0bd0.svg
Fuse Wallet,1576,Asset Management,Active,Wallet,N/A,https://img.thegrid.id/upload/3204a606159ff567704822d7f589c13658b3aa2288043bfea4dddc9dd4dee7f0.png
Chainvest,1579,Finance,Active,RWA Tokenisation Platform,N/A,https://img.thegrid.id/upload/95c6d57006823e75399d6735d848adbd90405d5517fcc17ad4569edf4a1bc4f5.svg
END Corp,1581,Science,Active,DePin,N/A,https://img.thegrid.id/harvest/8fa98b965a36476d6f5be7a428ccea9a5f82d9867da460fb00d004bbd817cdbc.png
Bizzed,1582,Finance,Active,Venture Services,N/A,https://img.thegrid.id/upload/09bcff8d5d8d0b7e7c55276e41252d7c427afe42f5f39a7580d0bcafd221677e.png
Starpower,1583,Infrastructure,Active,Node Software,Utility,https://img.thegrid.id/upload/b816047776ee07c7584322ac84289848f903352c455307f2bb041053da230fd2.png
Capsule,1584,Infrastructure,Active,Developer Tooling,N/A,https://img.thegrid.id/upload/d045deea885a83503b4c43845990885dc34a48009a041094550fd20c506cbcaf.svg
6th Man Ventures (6MV),1585,Venture Capital,Active,Venture Services,N/A,https://img.thegrid.id/upload/aa38ca8e0b6f4a8e40b16acb01981eb8cc462bf694431a95b8b2e8a0506a58e2.svg
Framework Ventures,1595,Venture Capital,Active,Venture Services,N/A,https://img.thegrid.id/upload/c3af4f9aa332809e8f4bf49d40f1ed5b7af8d5d6a923f76518b05b00e0ece6e1.svg
Electric Capital,1598,Venture Capital,Active,Venture Services,N/A,https://img.thegrid.id/harvest/6558982e9a795abc73806371a04288b0eb14d326b7f8bbbecba61a11caecd1c1.svg
The Graph,1600,Data & Analytics,Active,OnChain Data API,Utility,https://img.thegrid.id/upload/82b09581fe5ff521e42dc5009ab5d2ff4c25b91f68ee128c45ee1380037a729b.svg
Google,1601,Data & Analytics,Active,Developer Tooling,N/A,https://img.thegrid.id/upload/ed16e88b25bc4ca874ce4e7e890c79c7dc706d1dc0301048355f9feaa91a06be.svg
Hyperlane,1602,Infrastructure,Active,Bridge,N/A,https://img.thegrid.id/upload/0e25312e1d80bb11d578072b20b6577015379fca259fd9755ba186c2abcc95d9.svg
Lightspeed,1603,Venture Capital,Active,Venture Services,N/A,https://img.thegrid.id/harvest/fd664195fa60ce0d84e6d4941790ed2d43c68ef8bb391d16d158cfd560f2ff45.svg
Taxbit,1604,Service Provider,Active,FinOps Tooling,N/A,https://img.thegrid.id/upload/2fc3da593f8be314ee399b055ae157d408088fb3a499173e0903270b85954ef5.svg
CoinDCX,1605,Finance,Active,Centralised Exchange,N/A,https://img.thegrid.id/upload/db8c5d575c86e393ffe0882aa5f66586c32076bcc6a5676ed71bdad9d7fd4b5a.svg
Flipside,1606,Data & Analytics,Active,Data,N/A,https://img.thegrid.id/upload/9728e480a8efa19e62a0bcef484c7bdd8582e221a2984bd393e5e2cd33ab3341.svg
Cyberscope,1610,Security,Active,N/A,N/A,https://img.thegrid.id/upload/dba3141ba2e413e25ec63661ebe725f1089c277e980e7f4d3e071d43ce1d5f67.png
RareSkills,1615,Service Provider,Active,Service Provider,N/A,https://img.thegrid.id/upload/5d31f41712b356e5bb1d0f6bd5f35ea8b9c6d008773c4763b194f41dee5ed1de.svg
Token Terminal,1616,Data & Analytics,Active,Developer Tooling,N/A,https://img.thegrid.id/upload/c5c35926bd9536799336e8b87e87bf225e1b6f313577af21b02eb0f8a2300a36.svg
Blocksmith Labs,1626,Developer Tooling,Active,Explorer,"Utility, NFT",https://img.thegrid.id/upload/7a740f091fafa3733a5065bc2c5bf39b174656f05c34aa71fdc6c2f6536ea1cb.svg
Pulse,1627,Healthcare,Announced,Internet of Things (IoT),N/A,https://img.thegrid.id/upload/358770817a0f78713285f78d4efd94c876386dddc326a7897a80794eec877e40.svg
Brale,1628,Finance,Active,Stablecoin Issuance,N/A,https://img.thegrid.id/upload/cd476d0506b04c085f28fa3dc72bb9a5a3b16372b44116964c86f9ae2438f7d8.svg
Frictionless Capital,1629,Venture Capital,Active,Venture Services,N/A,https://img.thegrid.id/upload/84e5fb2d62943d1ade73ac28a509a74ea3164bd4f0c2414ae870f4ba08db5569.svg
Banana Gun,1633,Finance,Active,Trading Bot,Utility,https://img.thegrid.id/upload/7f39bc163b6a4561a28ccdde329a2b0b05bfac469198bad37188e9aac28f6270.png
Sollinked,1643,Social,Active,Social Platform,N/A,https://img.thegrid.id/upload/f582933a91bf1649d0fe08455d1474a6da0cfa510d63d959072cd5a06075c393.png
Werate,1646,Social,Active,Social Platform,N/A,https://img.thegrid.id/upload/af4f90e52284c48dc55f168fadb9ba9b273c1d2ed4806b1ae8d20c866efc81e3.svg
Hadeswap,1648,NFTs,Active,Market Maker,Governance,https://img.thegrid.id/upload/a4a286178c1694ebb31e5eae2d79ebe4da0af396847d5046556ca59dba46d64c.svg
Solstis,1649,Data & Analytics,Active,Explorer,N/A,https://img.thegrid.id/upload/e1f68c064a49650678d301bab7bb7aed4bebd7fcd52c0dc606d82e1135056ee5.png
Cryptoslam,1650,Data & Analytics,Active,Data,N/A,https://img.thegrid.id/harvest/8df32aa35d3ca5851a864335b8b7c59d4ba20d33e5468e5fc0f4b98fbe91be19.png
Airdropped,1651,NFTs,Active,Explorer,N/A,https://img.thegrid.id/upload/d848daa96a19115a08aebcb20f6f3e6eedc729ee321b1136c990265fffa736fa.png
Solchat,1652,Social,Active,Messaging Protocol,Utility,https://img.thegrid.id/upload/983de3238a81eff50a8ccfb8ae07f1672199971193ea5f674232d14d6c7f7d6b.png
Onramper,1653,Payments,Active,Payments Infrastructure,N/A,https://img.thegrid.id/upload/f52d7bd3bad2cd16aa919ee0cd7a8057de415f037229cf69c538ba61ca52ffeb.png
Meegos,1654,NFTs,Active,N/A,NFT,https://img.thegrid.id/harvest/0b20d0f5646ad27d0e6c04a24005bf6e70442fa96c168aeb957057cd373ea4af.svg
Smyths,1655,NFTs,Active,Staking Infra,NFT,https://img.thegrid.id/upload/8f525efd72a8ce66ca9b69f930c22cd7d075799a7d32a8e73234c3e9b9d91171.svg
Zelo Finance,1656,Finance,Active,Yield Aggregator,N/A,https://img.thegrid.id/upload/8279951a939b3f9cc0d1c12f691be87c93d970137a927ab7db103f4e30073b82.svg
DeGods,1657,NFTs,Active,N/A,"Utility, Utility, NFT",https://img.thegrid.id/upload/7323f73a62dc6224ff13bae0a196ee0ea8576a31f147d9827a9f3013faece6d5.svg
BONKbot,1658,Finance,Active,Trading Bot,N/A,https://img.thegrid.id/upload/494431de152227087f2914fe7aa3bcc2affed24084c9f1c7aea95e26364faaba.svg
Aleph.im,1659,Infrastructure,Active,Compute Network,N/A,https://img.thegrid.id/upload/9e3336c254817fde7d48a4f249d2b943a03593e8dff8e81969afd4f698e69e5b.svg
Dandies,1662,NFTs,Active,NFT Issuance Platform,NFT,https://img.thegrid.id/harvest/6662d35801bae607192747b8a9a3c456a96277a87b328d5cb56b2995dad7c946.svg
Dust Protocol,1665,Payments,Active,N/A,Utility,https://img.thegrid.id/upload/5982f39bd0863a6f69c624e2b3167ce6f5ec6f6fde60ccfeba2d5605ad673d70.png
Crowny,1667,Community & Events,Active,Social Platform,Currency,https://img.thegrid.id/upload/0de9ad9f6cb34d0a0aaebbfbfb9b1ca63c80a84efa12b5c5d0b12e4540e3c2b3.svg
Synesis One,1672,Data & Analytics,Active,Data,Governance,https://img.thegrid.id/upload/fb887e24e3b7eef5c5c1a90fee936f032c6283821a211350adfb529c9e3a6188.svg
Sec3,1673,Security,Active,Risk Assessment,N/A,https://img.thegrid.id/upload/e2f34c82968f3f3ecde6bb91829bd19f707778ec6978b1051a3d63935d6494af.png
Align,1675,Community & Events,Active,Social Platform,N/A,https://img.thegrid.id/upload/2d88a2f0a01cd3adfd5f88e38d75ce3d8d61f3e304399b3810b78974a247f5f3.svg
Solscan,1703,Data & Analytics,Acquired,Explorer,N/A,https://img.thegrid.id/upload/b69e6b2f24893d074b22cccb4c51aeb01b237f9a7585abcbc6f04008fca9cb51.svg
Arcium,1704,Infrastructure,Announced,Compute Network,N/A,https://img.thegrid.id/upload/e7366fc6b5e94d01a6a8386cf158f311bcf321fa2112a12f51dab4691406eb11.svg
DAOs.fun,1706,Finance,Active,DAO Management Platform,N/A,https://img.thegrid.id/upload/72da31eec8771678ca8cdf7dbefcab5dc0fd1e5b8a2f514332396afc6f5a918b.png
Serenity Shield,1708,Security,Active,Service Provider,Utility,https://img.thegrid.id/upload/b6cd8360a6f39ee13d142f782ea9720deacbeb70d20958dc804d2fbd1be37b17.svg
Flagship,1709,Finance,Active,Service Provider,Utility,https://img.thegrid.id/upload/5b68b1b8654ca8bf3e9477b536dba63d8ca669e70655f4e157d5a9437815f8a2.svg
Powerledger,1713,Asset Management,Active,L1,Utility,https://img.thegrid.id/upload/d0e71ba7b68f76673b5c95aa06b7dd4a81a34f46d12418b8741cb61721bb8c73.png
Okay Bears,1714,Social,Active,Social Platform,NFT,https://img.thegrid.id/upload/1f7fb55ee868006db868e11630f18c825f461e35f85814e3c3e335eb4e636124.svg
NovaDEX,1716,Finance,Active,Decentralised Exchange,Governance,https://img.thegrid.id/upload/651cd2d2de3255fab9512085955b56d4ee0f4f1385bf7eacbb603c51fc02af1c.svg
Integral,1717,Service Provider,Active,FinOps Tooling,N/A,https://img.thegrid.id/upload/2d78ecc746e9cd1af583ee1ef9a2842becb366043776535cd173dfdcc971d67f.svg
Jumper,1718,Finance,Active,DEX Aggregator ,N/A,https://img.thegrid.id/upload/3ebf0312f1828cb944501916010010a9e6fc97ea590450f7de66585fb260d5a8.svg
Chomp,1720,Gaming,Active,Social Platform,N/A,https://img.thegrid.id/upload/c17d5a545a751530b6ccf6a4a7458467b9429a87f83bba2df1ff9e165b05a9fe.svg
Solforge,1721,Infrastructure,Announced,Cross-chain Infrastructure,N/A,https://img.thegrid.id/upload/987aa28b57bf937890c7ee84b52369da56fe572cc613d822436a52d3dab63ec7.svg
Tapestry,1723,Developer Tooling,Announced,Developer Tooling,N/A,https://img.thegrid.id/upload/2f0b47674dc892a99d02d33aba25d9da36d4f02b3e282df600de9f91be4dc84a.svg
Atlas,1726,Blockchain Platforms,Announced,L2,N/A,https://img.thegrid.id/upload/8534a1e29cd146a0d449522bacbdfccb75c2f7a84e4aac4640ba58fbfdb50028.svg
Fragmetric,1728,Infrastructure,Active,Liquid Staking,N/A,https://img.thegrid.id/upload/ff2d3da41efb3b15b28a2b25432c90310bd256ddf91c1d234f866d31cc8966e0.png
Solana Floor,1729,Media,Acquired,News & Media,N/A,https://img.thegrid.id/upload/b307d70bf38298a3ca458c5d94904cadd6ce90f980e600759f298271b492d67b.svg
